"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL__RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"520075","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"71","104.51","61.96","147.06","5467","0.38","0.01","0.75","793","6.26","1.42","11.10","2213","2.64","0.00","6.13","368","2.67","0.67","4.67","5950","4.16","3.06","5.26","Not Available","Not Available","Not Available","Not Available","29","4.81","2.38","7.24","110","3.06","1.43","4.69","Not Available","Not Available","Not Available","Not Available"
"520076","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"25","103.37","49.45","157.29","1773","0.46","0.00","0.99","232","9.48","1.56","17.40","389","4.82","0.00","12.31","58","2.04","0.00","4.20","1832","2.03","0.00","4.15","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","46","2.70","0.94","4.46","Not Available","Not Available","Not Available","Not Available"
"520078","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"68","109.08","64.33","153.83","4911","0.26","0.00","0.65","490","16.87","10.89","22.85","1245","7.79","3.05","12.53","172","2.35","0.29","4.41","5161","2.15","0.72","3.58","Not Available","Not Available","Not Available","Not Available","17","Not Available","Not Available","Not Available","96","3.06","1.51","4.61","Not Available","Not Available","Not Available","Not Available"
"520083","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"188","96.55","63.21","129.89","10128","0.33","0.02","0.64","2132","9.62","6.33","12.91","4289","3.81","1.07","6.55","499","1.91","0.05","3.77","10748","2.15","1.27","3.03","Not Available","Not Available","Not Available","Not Available","67","3.54","1.42","5.66","187","2.72","1.31","4.13","Not Available","Not Available","Not Available","Not Available"
"520087","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"60","121.82","76.92","166.72","5713","0.43","0.04","0.82","1047","5.04","0.94","9.14","2237","4.23","0.74","7.72","276","1.75","0.00","3.75","6123","2.22","1.10","3.34","Not Available","Not Available","Not Available","Not Available","30","3.84","1.25","6.43","191","2.92","1.45","4.39","Not Available","Not Available","Not Available","Not Available"
"520088","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"39","124.46","72.05","176.87","3423","0.23","0.00","0.68","407","8.30","1.50","15.10","963","2.64","0.00","8.19","148","2.50","0.38","4.62","3649","2.16","0.59","3.73","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","107","2.84","1.19","4.49","Not Available","Not Available","Not Available","Not Available"
"520089","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"92","94.81","51.69","137.93","8319","0.49","0.16","0.82","1183","5.09","0.46","9.72","2890","3.96","0.43","7.49","215","2.37","0.31","4.43","8599","2.21","1.13","3.29","Not Available","Not Available","Not Available","Not Available","13","Not Available","Not Available","Not Available","139","2.07","0.52","3.62","Not Available","Not Available","Not Available","Not Available"
"520091","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"22","Not Available","Not Available","Not Available","2205","0.55","0.06","1.04","315","9.38","2.17","16.59","609","4.86","0.00","11.45","107","2.53","0.39","4.67","2266","2.83","0.95","4.71","Not Available","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","90","3.39","1.74","5.04","Not Available","Not Available","Not Available","Not Available"
"520095","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"4","Not Available","Not Available","Not Available","1286","0.33","0.00","0.88","474","8.15","0.80","15.50","555","1.67","0.00","8.71","32","2.10","0.00","4.30","1287","1.07","0.00","3.44","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","38","2.71","0.95","4.47","Not Available","Not Available","Not Available","Not Available"
"520096","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"109","109.73","69.57","149.89","9098","0.66","0.31","1.01","477","11.42","5.21","17.63","1898","5.11","1.11","9.11","291","2.19","0.21","4.17","9420","1.64","0.48","2.80","Not Available","Not Available","Not Available","Not Available","24","Not Available","Not Available","Not Available","157","3.75","2.18","5.32","Not Available","Not Available","Not Available","Not Available"
"520097","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"17","Not Available","Not Available","Not Available","2903","0.25","0.00","0.72","391","6.17","0.00","13.28","854","3.05","0.00","9.01","85","2.59","0.43","4.75","2986","2.00","0.20","3.80","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","73","3.23","1.56","4.90","Not Available","Not Available","Not Available","Not Available"
"520098","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"297","114.59","87.80","141.38","12379","0.36","0.09","0.63","2734","3.97","1.52","6.42","5787","5.96","3.88","8.04","902","1.94","0.23","3.65","13472","2.29","1.60","2.98","Not Available","Not Available","Not Available","Not Available","67","2.72","0.86","4.58","116","2.60","1.11","4.09","Not Available","Not Available","Not Available","Not Available"
"520100","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"34","123.45","72.00","174.90","3347","0.34","0.00","0.79","300","7.34","0.38","14.30","767","6.10","0.00","12.20","135","1.96","0.00","4.08","3541","2.73","1.04","4.42","Not Available","Not Available","Not Available","Not Available","6","Not Available","Not Available","Not Available","95","3.48","1.79","5.17","Not Available","Not Available","Not Available","Not Available"
"520102","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","2626","0.39","0.00","0.86","211","5.38","0.00","12.98","486","6.13","0.00","12.79","111","1.99","0.00","4.13","2750","2.21","0.33","4.09","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","75","3.52","1.83","5.21","Not Available","Not Available","Not Available","Not Available"
"520103","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"60","142.38","95.38","189.38","6115","0.24","0.00","0.61","1015","6.68","1.94","11.42","2121","6.50","2.58","10.42","260","2.73","0.71","4.75","6365","1.54","0.32","2.76","Not Available","Not Available","Not Available","Not Available","12","Not Available","Not Available","Not Available","122","3.72","2.11","5.33","Not Available","Not Available","Not Available","Not Available"
